date,source,text
2019-10-21,https://reliefweb.int/node/3365543,"situation report on flood/heavy rain fall as on 21st october, 2019 at 1800 hrs  ministry of home affairs disaster management division (national emergency response centre) [...] 6. review of flood situation in the country by mha on the direction of hon’ble home minister, minister of state (home) took a meeting on 09.08.2019 to review and take stock of the flood situation of affected state and rescue and relief operations being carried out by ndrf, army, air force, navy and icg. ➢ union home minister, shri amit shah undertook an aerial survey of flood affected areas of belgavi district of karnataka and sangli& kolhapur of maharashtra on 11.08.2019.he was accompanied by the cm, karnataka, shri b.s. yediyurappa, union minister for parliamentary affairs, coal and mines, shri prahlad joshi, minister of state for railways, shri suresh angadi, member of parliament, shri prabhakarkore, local mla, mlc and officers of the state government.thereafter, the home minister held a meeting at the belagavi airport to review the flood situation in the karnataka state. a presentation was made by the state government officers depicting the extent of damage and the rescue measures taken, including the ndrf teams deployed. 7. review of flood situation by national crisis management committee (ncmc) review meeting of ncmc on 08.08.2019 ncmc chaired by cabinet secretary on 08.08.2019 took stock of the flood situation, preparedness, rescue and relief operations and directed that immediate assistance, as sought by the states, be provided to meet the crisis. senior officials of the ministries of home, defence, water resources as well as those from ndrf, ndma and central water commission attended the meeting. chief secretaries and other senior officers from the state governments participated in the meeting through video conference. as decided in the meeting, following actions have been taken: additional resources from ndrf, army, navy, air force and indian coast guard in affected state as per the requirement of states concerned. fund from the state disaster response fund (sdrf) has been released. mha has issued letter to dfs and m/o agriculture to undertake work relating to crop insurance claims. review meeting of ncmc on 20.08.2019 ncmc meeting chaired by cabinet secretary held on 20.08.2019reviewed the prevailing flood situation in the states of himachal pradesh, punjab, uttarakhand, haryana and delhi and took stock of the flood situation, preparedness, and rescue & relief operations and directed that immediate assistance, as sought by the states, be provided to meet the crisis. it was also directed to make available necessary financial assistance from the state disaster response fund to the affected states. review meeting of ncmc on 15.09.2019 ncmc chaired by the cabinet secretary, on 15.09.2019took stock of the flood situation, preparedness, rescue and relief operations in the state of rajasthan and madhya pradesh. cabinet secretary directed that immediate assistance, as sought by the states, be provided to meet the crisis. action to evacuate and rescue people and livestock has been taken by the states and no loss of life has been reported. adequate teams of the ndrf and army have also been deployed and are engaged in rescue work. review meeting of ncmc on 01.10.2019 a meeting of the national crisis management committee (ncmc), chaired by the cabinet secretary was held on 01.10.2019 to review the prevailing flood situation in the state of bihar due to extremely heavy rainfall in the state, alongwith high levels of water in the rivers, there has been flooding in 16 districts. essential supplies of food and drinking water are being supplied by the state government and current efforts are towards restoration of electricity in flood affected areas. while, teams from central ministries have already carried out assessment of damages in the state, a fresh visit would be made by them to take stock of the current situation. cabinet secretary took stock of the current situation, preparedness, rescue and relief operations and directed that all assistance, as sought by the state, be provided to meet the crisis. 8. constitution of inter ministerial central teams. in the high level committee under the chairmanship of hon’ble home minister in its meeting held on 19.08.2019 reviewed the existing practice of deputing imct after the receipt of memorandum from the state in the wake of any severe calamity. during the meeting it was decided that imct will henceforth be constituted immediately in the aftermath of any natural calamity of sever nature, which will visit the affected areas in the state so as to have first hand assessment of damages caused and the relief work carried out by the state administration. imct will again visit the state after submission of the memorandum for detailed assessment of the damages and relief operations conducted for making final recommendations for allocation of additional funds. accordingly, ministry of home affairs has constituted inter ministerial central teams (imcts) for thirteen states affected by flood viz. assam, meghalaya, tripura, bihar, uttarakhand, himachal pradesh, gujarat, rajasthan, maharashtra, karnataka, madhya pradesh, punjab and kerala to have first hand on-the-spot assessment of damages caused and relief work carried out by the state administration. imct for state of assam, karnataka, maharashtra, uttarakhand, himachal pradesh, bihar, rajasthan, meghalaya, tripura, madhya pradesh, kerala and punjab has carried out the spot assessment of the damages of affected states."
2019-10-18,https://reliefweb.int/node/3354153,"india: monsoon rains and floods emergency plan of action operation update n° 1 dref n° mdrin024  a. situation analysis description of the disaster rainfall and widespread flooding due to the southwest monsoon continue to affect several states of india. the extended monsoon has left a trail of devastation and the death toll has reached more than 1,600 across 14 states. as of 25 september 2019, 338 people lost their lives in maharashtra, 223 in west bengal, 181 in kerala, 170 in madhya pradesh, 150 in gujarat, 130 in bihar, 105 in karnataka, 96 in assam, 69 in uttarakhand, 58 in rajasthan, 52 in himachal pradesh, 18 in punjab, 14 in uttar pradesh, and 10 in odisha1.there has been no official statistics available on the extent of the economic damages caused by the widespread flooding. an assessment made by the disaster management division of the union home ministry indicates that over 2.2 million people have been evacuated so far and 8,700 relief camps set up across these states to provide temporary shelter to the displaced population2 . as incessant monsoon rains wreak havoc across parts of india, bihar and uttar pradesh have been reeling under floods recently.  more than 100 people have died since 27 september following incessant rains3. the extended southwest monsoon over the indian subcontinent has not only caused devastation in several places in the country but has also broken some old records and set new ones. in the current monsoon season, india receives highest ever rainfall recorded in the last 25 years, and with mumbai breaking the 61-year record. in maharashtra, the monsoon has brought copious rains with its late onslaught. mumbai has received 3,669.6 mm rainfall so far this season - the highest in 61 years - as against its normal quota of 2,350 mm. the india meteorological department (imd) has predicted rain and thunder showers at many places in eastern uttar pradesh and heavy rain at isolated places over the western region on early october. in ballia, authorities had to shift about 900 prisoners to other jails after flood waters entered the barracks of the district jail located near the ganga river. the weather department has forecasted a long-delayed withdrawal of monsoon and more rains for bihar, including capital patna where several areas still remain submerged, and food and relief material are being air dropped. in patna, normal life was thrown out of gear, with several schools shut, roads inundated, and many shops, hospitals and houses submerged in knee deep waters. more than 4,000 people, including women and children, were rescued from the flood-affected areas of patna on monday, 30 september as per ndrf report. the force said it has deployed five teams, with about 45 personnel in each, to conduct rescue and relief works in the city. an indian air force helicopter commenced air-dropping of food and other relief materials to people living in low-lying areas where water level is said to be several feet high. rain bearing winds remain active over several parts of the country. rainfall received so far is 10 per cent more than the normal, which is highest in the last 25 years. the india meteorological department (imd) classified it 'above normal'.  the following table summarized the impact of floods in states where the dref operation is involved. the retreating monsoon season has caused havoc and destruction in many parts of the affected states. as of 30 september, the situation remains critical in bihar and uttar pradesh as compared to the other affected states5."
2019-09-14,https://reliefweb.int/node/3303423,"india: monsoon floods emergency plan of action operation update n° 1 dref n° mdrin023  a. situation analysis description of the disaster this year’s monsoon season which started in june continues to affect indian states. the overflowing of brahmaputra, barak and jia bhoreli rivers caused flooding and landslides affecting 4.6 million people in 31 districts of assam: dhemaji, lakhimpur, biswanath, barpeta, chirang, golaghat, jorhat, sonitpur, darrang, nalbari, bongaigaon, morigaon, nagaon, majuli, baksa, kokrajhar, dhubri, south salmara, goalpara, kamrup, hojai, sivsagar, tinsukia, cachar, karbi-anglong, west karbi- anglong, hailakandi, karimganj, kamrup metro, dibrugarh and udalguri. in bihar, flood waters breaching the embankment on the kamla balan river in jhanjharpur, madhubani district and darbhanga, affected 2,000,000 people in 12 districts - sheohar, sitamarhi, east champaran, madhubani, araria, kishanganj, supaul, darbhanga and muzaffarpur. as of 22 july, floods in assam and bihar have claimed over 100 lives, affecting 11 million people with at least 130,000 displaced and sheltering in more than 600 relief camps and 240 relief distribution centres set up by district administrations. furthermore, both states and health authorities are concerned that there is the risk of a vector-borne disease outbreak, like dengue and encephalitis. by 25 july, number of displaced people in assam seeking temporary shelters at camps set up by the government further increased to 147,000. in bihar, over 1 million people have been displaced by the flood waters in 55 blocks in 9 (sheohar, sitamarhi, east champaran, madhubani, araria, kishanganj, supaul, darbhanga and muzaffarpur) out of the 12 affected districts. within the next few days (31 july), the situation in both states worsened as more than 1.2 million people were affected in assam and bihar and at least 651,000 people displaced in 1,552 relief camps. approximately, 33,800 houses were reportedly destroyed in assam, kerala and rajasthan. additional intense monsoon rains in august resulted in flooding in more states and further exacerbating the situation in the already affected states. as of 21 august, monsoon rains and widespread flooding have affected 11 indian states (maharashtra, kerala, west bengal, bihar, gujarat, assam, karnataka, madhya pradesh, rajasthan, odisha and punjab, with at least 1,149 fatalities and over 1.8 million people displaced. by 26 august the total fatalities increased to at least 1,326 people across 14 states following monsoon-related incidents (including 130 people in bihar and 94 people in assam)."
2019-09-05,https://reliefweb.int/node/3292673,"situation report on flood/heavy rainfall as on 5th september, 2019 at 1800 hrs  1. forecast i. imd 05 september (day 1): ♦ heavy to very heavy rainfall with extremely heavy falls very likely at isolated places over south odisha, gujarat state, madhya maharashtra, north konkan and north coastal andhra pradesh; heavy to very heavy rainfall at isolated places over himachal pradesh, uttarakhand, west madhya pradesh, vidarbha, chhattisgarh and coastal & south interior karnataka; heavy rainfall at isolated places over jammu & kashmir, punjab, north haryana & chandigarh, west uttar pradesh, rajasthan, east madhya pradesh, sub-himalayan west bengal & sikkim, andaman & nicobar islands, arunachal pradesh, assam & meghalaya, nagaland, manipur, mizoram & tripura, telangana, tamilnadu, puducherry & karaikal and kerala & mahe. 06 september (day 2): ♦ heavy to very heavy rainfall with extremely heavy falls very likely at isolated places over chhattisgarh and gujarat state; heavy to very heavy rainfall at isolated places over vidarbha, odisha, madhya maharashtra, konkan & goa and telangana; heavy rainfall at isolated places over uttarakhand, west uttar pradesh, east rajasthan, madhya pradesh, assam & meghalaya, nagaland, manipur, mizoram & tripura, coastal andhra pradesh, coastal & south interior karnataka and kerala & mahe. 07 september (day 3): heavy to very heavy rainfall with extremely heavy falls very likely at isolated places over vidarbha; heavy to very heavy rainfall at isolated places over gujarat state and chhattisgarh; heavy rainfall at isolated places over uttar pradesh, east rajasthan, madhya pradesh, odisha, assam & meghalaya, nagaland, madhya maharashtra, konkan & goa, coastal karnataka and kerala & mahe. ii. cwc orange warning: in bihar river bagmati and kosi are flowing in severe flood situation with steady trend (above danger level) but below hfl have been observed. "
2019-09-02,https://reliefweb.int/node/3287208,"situation report on flood/heavy rain fall as on 2nd september, 2019 at 1800 hrs  1. forecast i. imd • 02 september (day 1): ♦ heavy to very heavy rainfall very likely at isolated places over chhattisgarh, gujarat state, konkan & goa, coastal andhra pradesh,  telangana, odisha, and coastal karnataka and heavy rainfall at isolated places over rajasthan, madhya pradesh, vidarbha, jharkhand, gangetic west bengal,  assam & meghalaya, madhya maharashtra, marathawada, north & south interior karnataka, tamilnadu, puducherry & karaikal, kerala & mahe and lakshadweep. • 03 september (day 2): ♦ heavy to very heavy rainfall very likely at isolated places over odisha and konkan & goa; heavy rainfall at isolated places over uttarakhand, uttar pradesh, rajasthan, madhya pradesh, vidarbha, chhattisgarh,  madhya maharashtra, gujarat state, marathawada, coastal andhra pradesh,  telangana, karnataka and lakshadweep. • 04 september (day 3): heavy to very heavy rainfall very likely at isolated places over east rajasthan, andaman & nicobar islands and konkan & goa; heavy rainfall at isolated places over uttarakhand, punjab, haryana, chandigarh & delhi,  uttar pradesh, madhya pradesh, vidarbha, odisha, madhya maharashtra,telangana, coastal karnataka and kerala. ii. cwc • orange warning: • in bihar river bagmati, in uttar pradesh river ganga are flowing in severe flood situation with falling/steady trends (above danger level) but below hfl. have been observed."
2019-09-04,https://reliefweb.int/node/3287218,"situation report on flood/heavy rain fall as on 1st september, 2019 at 1800 hrs.  1. forecast i. imd • 01 september (day 1): ♦ heavy to very heavy rainfall very likely at isolated places over uttarakhand, konkan & goa, coastal andhra pradesh, telangana and coastal karnataka and heavy rainfall at isolated places over jammu division, himachal pradesh, punjab, haryana, chandigarh & delhi, west uttar pradesh, rajasthan,  west madhya pradesh, vidarbha, chhattisgarh, gangetic west bengal, odisha,  andaman & nicobar islands, nagaland, manipur, mizoram & tripura, gujarat,  madhya maharashtra, kerala & mahe and south interior karnataka • 02 september (day 2): ♦ heavy to very heavy rainfall very likely at isolated places over chhattisgarh, odisha, coastal karnataka and konkan & goa and heavy rainfall at isolated places over rajasthan, madhya pradesh, vidarbha, gangetic west bengal, gujarat, madhya maharashtra, coastal andhra pradesh & yanam, telangana, kerala & mahe and south interior karnataka. • 03 september (day 3): heavy to very heavy rainfall likely at isolated places over chhattisgarh, odisha, coastal karnataka and konkan & goa and heavy rainfall at isolated places over uttarakhand, west uttar pradesh, east rajasthan, madhya pradesh, vidarbha, bihar, gujarat region, madhya maharashtra, telangana and kerala & mahe . • ii. cwc • orange warning: • in bihar river bagmati, in uttar pradesh river ganga are flowing in severe flood situation with rising/steady trends (above danger level) but below hfl. river kosi in bihar where rising trend has been observed."
2019-09-04,https://reliefweb.int/node/3290823,"situation report on flood/heavy rainfall as on 4th september, 2019 at 1800 hrs  1. forecast i. imd • 04 september (day 1): ♦ heavy to very heavy rainfall at a few places with extremely heavy falls at isolated places very likely over madhya maharashtra; heavy to very heavy rainfall with extremely heavy falls at isolated places over konkan & goa; heavy to very heavy rainfall at isolated places over east madhya pradesh, saurashtra & kutch,  vidarbha, chhattisgarh, odisha, gujarat region, telangana and coastal & south interior karnataka; heavy rainfall at isolated places over uttarakhand, punjab, north haryana & chandigarh, west uttar pradesh, east rajasthan, west madhya pradesh, subhimalayan west bengal & sikkim, andaman & nicobar islands, marathawada, coastal andhra pradesh & yanam , north interior karnataka, tamilnadu, puducherry & karaikal and kerala & mahe. • 05 september (day 2): ♦ heavy to very heavy rainfall with extremely heavy falls very likely at isolated places over gujarat region; heavy to very heavy rainfall at isolated places over west madhya pradesh, vidarbha, odisha, saurashtra & kutch, madhya maharashtra and konkan & goa; heavy rainfall at isolated places over uttarakhand,  rajasthan, east madhya pradesh, chhattisgarh, sub-himalayan west bengal & sikkim,  andaman & nicobar islands, telangana, coastal & south interior karnataka, tamilnadu,  puducherry & karaikal and kerala & mahe. • 06 september (day 3): heavy to very heavy rainfall with extremely heavy falls very likely at isolated places over gujarat region; heavy to very heavy rainfall at isolated places over west madhya pradesh and saurashtra & kutch; heavy rainfall at isolated places over uttarakhand, east rajasthan, east madhya pradesh, vidarbha, odisha, madhya maharashtra, konkan & goa, telangana, coastal karnataka and kerala & mahe. ii. cwc • orange warning: • in bihar river kosi is flowing in severe flood situation with steady trend (above danger level) but below hfl has been observed."
2019-08-29,https://reliefweb.int/node/3279863,"situation report in india on flood/heavy rain fall (as on 29th august 2019)  situation in india more than 8869768 population affected by flood and landslide, nearly 1155 people are reported to be dead across india due to monsoon related incidents as per the latest report of the national emergency response centre, mha released on 26th august 2019. while the states of karnataka and kerala are still dealing with the destruction, northern india is now bracing for the worst. among the northern indian states himachal pradesh, uttarakhand, punjab and maharashtra are the flood affected states. many are homeless, several villages submerged by flood water affecting the normal life of the people in this state. the states government is leading the relief and recuse work where the humanitarian agencies in the respective states is supplementing the government effort. a. situation reports - till date (during current monsoon season) and cumulative punjab the flood situation in punjab is likely to improve as the release of excess water from the bhakra dam has been reduced following a request from the state government. following heavy rains and release of water from the bhakra dam, the swollen river sutlej and its tributaries flooded villages in several areas, causing extensive damage to crops, especially paddy, and houses in low-lying areas. the situation, however, is likely to improve as the release of excess water through spillway gates from the bhakra dam has been reduced to about 8,000 cusecs. over 8,000 poultry birds and 120 bovines have been reported dead in the punjab floods. the total value of the livestock loss has been pegged at rs 91 lakh. a few villages in ferozepur district are facing a flood threat after a major portion of an embankment in the catchment area of the sutlej river was washed away due to the pakistan's release of water into the indian territory. uttarakhand in uttarakhand, the number of dead rose to 12, cloudbursts have wreaked havoc in a dozen villages of uttarakhand's uttarkashi district, washing away houses and hectares of agricultural land. most rivers in uttarakhand were overflowing, with the ganga crossing the danger mark in haridwar and flowing close to it in rishikesh. major districts affected are; 13 (almora, bageshwar, chamoli, champawat, dehradun, nainital, pauri, pithoragarh, rudraprayag, tehri, udham singh nagar, haridwar and uttarkashi) . 05 teams of ndrf are deployed. so far evacuated 53 persons & 01 livestock and retrieved 04 dead bodies."
2019-08-20,https://reliefweb.int/node/3267823,"flood fury inundates north india  in delhi, the yamuna river continued to swell and was flowing above the danger level. cabinet secretary p k sinha chaired a high-level meeting of top officials and reviewed the prevailing flood situation in himachal pradesh, punjab, haryana, uttarakhand and delhi. he directed officials to provide immediate assistance as sought by the states to meet the crisis. as of now, 28 teams of the national disaster response force are deployed in these states and resources from the army and the air force, have been pressed into service. cabinet secretary also directed the officials to make necessary financial assistance available from the state disaster response fund. meawhile, in some good news, imd has said that  the intensity of rain fall is likely to decline in the coming days. several parts in northern india are facing the brunt of heavy rains and floods affecting normal life, however, with the decline in rain intensity there has been improvement in some parts. in hill states of uttarakhand and himachal pradesh, floods and landslides have caused heavy losses. at least 35 people have been killed in rain related incidents. in punjab and haryana too, many areas are facing a flood like situation. in delhi, yamuna river is flowing above the danger mark leaving many of the nearby areas and houses inundated. at around 1 pm on tuesday, the water level was at 206.8 meter. in view of rising water levels, the old iron bridge over the yamuna river has been closed for road and rail traffic. people living in the vicinity of the overflowing river have been shifted to more than 22,000 temporary camps set up by various agencies of the delhi government. worst hit is the state of uttarakhand where all the rivers are overflowing due to incessant rains over past two days. the ganges is flowing above the danger mark in haridwar. chief minister trivendra singh rawat visited the areas battered due to cloudburst in uttarkashi district and took stock of the situation. he directed officials to take necessary measures and pace up relief and rescue operation. the chief minister said that at least 15 people have lost their lives while 6 are still missing. several others are injured. the itbp carried out a search operation following the disaster in uttarkashi. one body was recovered in arakot area near tikochi. search for the missing persons is still on... relief material is being delivered with the help of helicopters. in himachal pradesh, situation is getting back to normal with no rains reported. however, a building collapsed in hamirpur due to floods. in uttar pradesh, its a flood like situation due to overflowing ganga, yamuna and ghaghra rivers. this has led to the increase in water levels of rivers in neighbouring states... no casualties were reported from punjab and haryana on tuesday, but due to incessant rains in the last few days, flood-like conditions continues in several parts. several villages of ludhiana, rupnagar and jalandhar are still submerged because of cracks in dams. rescue operations were carried out in jalandhar to evacuate stranded people... relief and rescue operations are being carried out in all the affected states. at the national disaster management committee meeting, cabinet secretary p k sinha reviewed the flood situation in himachal pradesh, punjab, uttarakhand, haryana and delhi. apart from 28 teams of ndrf, army and air force teams are also continuously involved in relief and rescue operations. in another high level meeting chaired by union home minister amit shah, an announcement was made to provide assistance of rs 4432 crore to odisha, karnataka and himachal pradesh. the meeting also reviewed the situation in flood affected areas in other parts of the country. the home minister instructed all concerned agencies to remain vigilant and extend all possible assistance to the states. meanwhile, relief and rescue operations are underway in flood affected states and the priority is to ensure safety of the people."
2019-08-20,https://reliefweb.int/node/3267743,"rain and floods wreak havoc in north india  northern part of the country continues to reel under heavy rain and flood. in uttarakhand, death toll in mori subdivision of uttarkashi district has risen to 12 whereas 5 people are missing. after visiting the disaster affected areas, secretary, disaster management, amit negi told media in dehradun that rainfall has caused a loss of around 100 crore rupees in the state till now. rescue and relief opration is in full swing in affected areas .a rehabilitation center have been setup at parajit where the administration is providing shelter to nearly 350 villagers with medical help and food facilities .chief minister trivendra singh rawat  will visit the affected areas today .earlier he met to home minister amit shah in new delhi yesterday and appraised him about the natural calamity in uttarkashi. meanwhile, in himachal pradesh, death toll has risen to 25 after one more death was reported from chamba district due to heavy rain. chamba , kullu, shimla , sirmaur and solan districts are the worst hit. more than 800 roads are closed and hundreds of vehicles are stranded in lahaul spiti due to unexpected snowfall which triggered landslides. in uttar pradesh, many rivers are swollen and danger of flood is looming large in the catchment areas of rivers. the district administrations have issued and people  in catchment are going to safer places. according to the reports of central water commission, river ganga is flowing over danger mark at kachhla bridge in badayun and at naraura in bulandshahar  and in  balia district it is near to the red mark. sharda river at palia kala in lakhimpur khiri and ghagra at alginbridge in barabanki have crossed red level. the water of ghagra river is below the red mark at ayodhya and turtipar of balia. the chambal is also near red level in agra and etawah districts but in receding trends. the river yamuna is flowing near  danger mark in auriya and jalaun and hamirpur districts.  the weather department has made forecast of rain very likely  at many places over the state during two three days. after release of lacks of cusecs water from hathinikund barrage, the river yamuna has started swelling in shamli and other districts. thousand acres agricultural land and crops have been innundated. the river is swiftly eroding its banks and embarkments. the shamli district administration has ed people in catchment areas and keen civil on situation is underway. yamuna has crossed danger level in jalaun district and more than one dozens villages  have cut their road connect to the district headquarters and people are using boats. in delhi, yamuna breached danger mark last evening, flooding a portion of the nigambodh ghat in the eastern part of the national capital. more than 10,000 people living in low-lying areas along the yamuna were evacuated by government agencies.  in punjab, chief minister captain amarinder singh announced 100 crore rupees for emergency relief for flood-hit people. he said a special survey of agricultural land will be conducted to asses damage to ensure compensation for affected farmers. the maharashtra government also announced a slew of relief measures for people affected by the recent floods in the state. chief minister devendra fadnavis said, a committee will ascertain causes for the floods and suggest measures to avoid their recurrence."
